Country,Export,Import,Total Trade,Trade Balance,Financial Year(start),Mean
SAUDI ARAB,822.94,621.12,"1,444.06",201.82,2000,822.9399999999999
ALGERIA,823.23,"1,260.98","2,084.20",-437.75,2017,823.2249999999999
SWEDEN,825,"1,940.78","2,765.79","-1,115.78",2011,825.005
AFGHANISTAN,825.78,509.49,"1,335.27",316.29,2020,825.78
INDONESIA,826.06,"1,380.87","2,206.93",-554.81,2002,826.06
SAUDI ARAB,826.43,463.99,"1,290.42",362.45,2001,826.4350000000001
IRAQ,829.32,"14,247.66","15,076.98","-13,418.34",2014,829.3199999999997
FRANCE,829.7,719.6,"1,549.30",110.1,1998,829.6999999999999
CHINA P RP,831.3,"1,502.20","2,333.50",-670.89,2000,831.3050000000001
GHANA,831.48,370.56,"1,202.04",460.92,2013,831.48
THAILAND,831.68,609.05,"1,440.73",222.63,2003,831.6800000000001
ALGERIA,835.65,"2,111.43","2,947.08","-1,275.78",2011,835.65
PORTUGAL,837.14,113.96,951.1,723.18,2020,837.14
ALGERIA,841.89,605.12,"1,447.01",236.77,2016,841.89
YEMEN REPUBLC,846.57,227.81,"1,074.38",618.76,2021,846.57
MALTA,848.99,42.34,891.33,806.64,2011,848.985
KOREA DP RP,850.96,161.41,"1,012.37",689.55,2007,850.96
MAURITIUS,853.91,16.51,870.42,837.4,2010,853.91
MAURITIUS,855.73,20.36,876.09,835.36,2015,855.725
NEPAL,859.97,379.85,"1,239.82",480.12,2005,859.97
EGYPT A RP,860.61,852.33,"1,712.94",8.28,2022,860.61
GHANA,862.5,"1,374.96","2,237.46",-512.46,2020,862.5
SUDAN,863.04,436.43,"1,299.47",426.61,2013,863.04
NETHERLAND,863.88,466.47,"1,330.35",397.41,2001,863.88
COLOMBIA,864.99,"1,403.61","2,268.60",-538.62,2020,864.99
CANADA,866.8,775.72,"1,642.53",91.08,2004,866.805
NIGERIA,874.03,72.46,946.5,801.57,2005,874.0350000000001
BHUTAN,877.09,545.04,"1,422.12",332.05,2021,877.0849999999999
SINGAPORE,877.11,"1,463.91","2,341.03",-586.8,2000,877.1150000000001
GREECE,878.43,69.49,947.91,808.94,2008,878.425
NETHERLAND,880.09,437.53,"1,317.63",442.56,2000,880.095
PHILIPPINES,881.1,429.39,"1,310.49",451.71,2010,881.1
MAURITIUS,881.38,18.37,899.75,863.01,2016,881.38
SUDAN,882.47,569.66,"1,452.13",312.81,2014,882.47
BAHAMAS,883.78,0.48,884.27,883.3,2009,883.785
NETHERLAND,885.76,470.9,"1,356.67",414.86,1999,885.7650000000001
COLOMBIA,886.89,807.79,"1,694.68",79.1,2015,886.89
RUSSIA,889.01,517.66,"1,406.67",371.35,2000,889.01
JORDAN,889.27,"1,827.19","2,716.46",-937.92,2021,889.27
TAIWAN,890.94,"1,944.44","2,835.38","-1,053.50",2022,890.94
COLOMBIA,892.42,559.83,"1,452.25",332.59,2011,892.42
MYANMAR,892.52,"1,001.87","1,894.39",-109.36,2021,892.5150000000001
MALAYSIA,892.76,"2,046.55","2,939.31","-1,153.79",2003,892.76
BRUNEI,895.49,605.02,"1,500.51",290.48,2011,895.495
FRANCE,897.34,711.81,"1,609.15",185.52,1999,897.335
PERU,897.55,"2,707.38","3,604.93","-1,809.83",2021,897.55
BAHARAIN IS,899.9,753.29,"1,653.19",146.61,2021,899.9000000000001
MOZAMBIQUE,900.58,931.75,"1,832.34",-31.17,2017,900.5849999999999
THAILAND,901.39,865.88,"1,767.27",35.51,2004,901.39
QATAR,902.13,"9,022.16","9,924.29","-8,120.02",2015,902.1350000000002
NIGERIA,902.84,"7,009.21","7,912.05","-6,106.37",2006,902.8400000000001
RUSSIA,903.69,"2,409.05","3,312.73","-1,505.36",2006,903.6850000000001
COLOMBIA,912.12,"2,352.79","3,264.91","-1,440.67",2012,912.1199999999999
MEXICO,912.77,"1,163.45","2,076.22",-250.69,2010,912.7649999999999
TAIWAN,915.27,"1,678.63","2,593.89",-763.36,2006,915.2649999999999
IRAQ,918.03,"18,520.86","19,438.89","-17,602.83",2013,918.0299999999988
IRAN,918.11,266.82,"1,184.93",651.28,2003,918.105
TANZANIA REP,920.48,238.05,"1,158.53",682.44,2009,920.485
SUDAN,920.88,742.63,"1,663.52",178.25,2018,920.885
SRI LANKA DSR,920.98,90.83,"1,011.81",830.16,2002,920.9849999999999
AUSTRALIA,925.2,"6,999.59","7,924.78","-6,074.39",2006,925.1949999999997
KENYA,927.21,25.05,952.26,902.16,2022,927.21
NEPAL,927.4,306.02,"1,233.42",621.38,2006,927.4000000000001
BANGLADESH PR,935.04,80.51,"1,015.55",854.54,2000,935.045
KOREA DP RP,937.18,56.72,993.9,880.45,2008,937.175
COLOMBIA,939.14,592.8,"1,531.94",346.34,2017,939.14
OMAN,939.43,"1,141.46","2,080.88",-202.03,2007,939.4250000000001
ALGERIA,940.27,"1,696.96","2,637.22",-756.69,2018,940.2649999999999
RUSSIA,940.61,"2,478.16","3,418.77","-1,537.55",2007,940.61
SAUDI ARAB,940.74,504.72,"1,445.47",436.02,2002,940.745
DENMARK,944.15,888.73,"1,832.88",55.41,2021,944.1450000000001
FRANCE,945,844.25,"1,789.25",100.75,2001,945.0
RUSSIA,947.92,623.18,"1,571.11",324.74,1999,947.925
CHINA P RP,951.95,"2,036.39","2,988.34","-1,084.44",2001,951.95
RUSSIA,952.97,643.12,"1,596.09",309.84,1997,952.9649999999999
SENEGAL,953.59,696.16,"1,649.75",257.42,2021,953.585
JORDAN,960.66,"1,064.66","2,025.31",-104,2019,960.655
MOROCCO,962.28,"2,244.19","3,206.47","-1,281.91",2021,962.2799999999999
MYANMAR,966.19,639.64,"1,605.84",326.55,2017,966.1949999999999
QATAR,969.06,"15,707.99","16,677.04","-14,738.93",2013,969.0550000000003
SINGAPORE,972.31,"1,304.09","2,276.40",-331.78,2001,972.3100000000001
MYANMAR,973.89,547.25,"1,521.13",426.64,2019,973.885
SWITZERLAND,977.17,"19,299.49","20,276.66","-18,322.32",2015,977.1700000000001
SWITZERLAND,978.06,"17,248.68","18,226.74","-16,270.62",2016,978.0600000000004
RUSSIA,980.69,"3,566.79","4,547.49","-2,586.10",2009,980.6949999999999
SOUTH AFRICA,984.04,"2,197.67","3,181.70","-1,213.63",2004,984.0349999999999
VIETNAM SOC REP,985.69,167.38,"1,153.07",818.3,2006,985.685
CHILE,989.8,"1,237.55","2,227.35",-247.75,2018,989.8
YEMEN REPUBLC,992.13,540.68,"1,532.82",451.45,2014,992.135
PHILIPPINES,992.91,441.38,"1,434.29",551.53,2011,992.91
POLAND,995.5,622.57,"1,618.07",372.94,2013,995.505
BANGLADESH PR,995.64,62.4,"1,058.04",933.24,1998,995.64
AFGHANISTAN,997.58,529.84,"1,527.42",467.74,2019,997.58
MAURITIUS,"1,000.18",20.79,"1,020.97",979.4,2013,1000.185
JORDAN,"1,000.57",942.28,"1,942.85",58.29,2012,1000.5699999999999
MOZAMBIQUE,"1,001.18",291.49,"1,292.68",709.69,2012,1001.1850000000001
BANGLADESH PR,"1,002.18",59.12,"1,061.30",943.06,2001,1002.18
SPAIN,"1,002.58",258.78,"1,261.36",743.8,2003,1002.5799999999999
IRAQ,"1,004.39","10,837.58","11,841.98","-9,833.19",2015,1004.3949999999995
ISRAEL,"1,005.76",988.11,"1,993.87",17.65,2004,1005.76
MAURITIUS,"1,006.93",14.5,"1,021.43",992.43,2008,1006.93
COLOMBIA,"1,007.51","4,970.62","5,978.13","-3,963.11",2013,1007.51
MOZAMBIQUE,"1,009.97",546.29,"1,556.26",463.69,2016,1009.975
TURKEY,"1,010.08",193.8,"1,203.88",816.28,2005,1010.08
YEMEN REPUBLC,"1,010.82","1,457.78","2,468.60",-446.95,2007,1010.8249999999999
FRANCE,"1,020.01",640.81,"1,660.82",379.2,2000,1020.01
TANZANIA REP,"1,021.51",735.49,"1,757.00",286.02,2022,1021.51
CANADA,"1,021.58",919.87,"1,941.44",101.71,2005,1021.575
SUDAN,"1,022.33",368.28,"1,390.61",654.05,2020,1022.3299999999999
POLAND,"1,025.30",569.66,"1,594.96",455.64,2015,1025.3
OMAN,"1,032.93","3,499.89","4,532.82","-2,466.96",2009,1032.9299999999998
SWEDEN,"1,035.97","1,450.13","2,486.11",-414.16,2021,1035.9750000000001
TOGO,"1,040.60",383.54,"1,424.14",657.06,2019,1040.6
KOREA RP,"1,041.68","3,508.77","4,550.45","-2,467.08",2004,1041.685
COLOMBIA,"1,043.41",810.95,"1,854.37",232.46,2019,1043.415
NETHERLAND,"1,047.91",385.74,"1,433.65",662.17,2002,1047.91
POLAND,"1,050.79",635.6,"1,686.39",415.2,2014,1050.795
TANZANIA REP,"1,051.36",190.59,"1,241.95",860.76,2008,1051.355
KUWAIT,"1,054.20","5,214.15","6,268.34","-4,159.95",2020,1054.1950000000002
QATAR,"1,054.98","14,604.71","15,659.69","-13,549.74",2014,1054.9750000000004
ITALY,"1,054.99","1,088.26","2,143.25",-33.27,1998,1054.99
KUWAIT,"1,061.08","16,588.13","17,649.21","-15,527.05",2012,1061.08
KUWAIT,"1,061.14","17,153.55","18,214.69","-16,092.41",2013,1061.1399999999994
ALGERIA,"1,063.73",551.82,"1,615.55",511.92,2014,1063.735
SWITZERLAND,"1,068.58","22,133.16","23,201.74","-21,064.58",2014,1068.58
ALGERIA,"1,069.53",860.9,"1,930.43",208.62,2013,1069.525
MYANMAR,"1,070.65",984.27,"2,054.92",86.38,2015,1070.65
MOZAMBIQUE,"1,073.31","1,097.43","2,170.74",-24.12,2018,1073.31
FRANCE,"1,074.09","1,094.18","2,168.27",-20.09,2002,1074.09
THAILAND,"1,075.31","1,211.58","2,286.89",-136.28,2005,1075.3049999999998
MAURITIUS,"1,077.15",20.69,"1,097.84","1,056.45",2017,1077.145
SUDAN,"1,077.25",126.26,"1,203.51",950.99,2021,1077.25
GREECE,"1,077.45",299.94,"1,377.39",777.5,2021,1077.4450000000002
OMAN,"1,082.24","4,002.07","5,084.31","-2,919.83",2010,1082.2400000000002
SWITZERLAND,"1,083.84","18,923.05","20,006.89","-17,839.21",2017,1083.8400000000001
MALAYSIA,"1,084.06","2,299.01","3,383.07","-1,214.95",2004,1084.06
NIGERIA,"1,085.41","7,612.02","8,697.43","-6,526.61",2007,1085.4100000000003
ALGERIA,"1,088.73",683.55,"1,772.28",405.18,2012,1088.73
MAURITIUS,"1,088.82",10.05,"1,098.87","1,078.77",2007,1088.82
BRAZIL,"1,090.61",893.06,"1,983.67",197.56,2005,1090.615
SWITZERLAND,"1,095.34","34,758.96","35,854.30","-33,663.62",2011,1095.3400000000001
RUSSIA,"1,096.34","4,328.28","5,424.62","-3,231.94",2008,1096.34
SUDAN,"1,096.88",396.75,"1,493.63",700.12,2019,1096.875
COLOMBIA,"1,105.15","2,134.94","3,240.08","-1,029.79",2014,1105.145
MYANMAR,"1,107.89","1,067.25","2,175.14",40.64,2016,1107.8899999999999
GHANA,"1,109.66","1,497.77","2,607.44",-388.11,2021,1109.665
CANADA,"1,109.86","1,775.88","2,885.74",-666.02,2006,1109.86
IRAQ,"1,111.45","11,707.94","12,819.39","-10,596.50",2016,1111.4449999999997
ITALY,"1,113.84",894.25,"2,008.09",219.59,1997,1113.84
COLOMBIA,"1,116.85","1,054.98","2,171.83",61.88,2018,1116.855
SWITZERLAND,"1,117.28","32,166.54","33,283.82","-31,049.25",2012,1117.2849999999999
ITALY,"1,119.75",733.95,"1,853.70",385.81,1999,1119.755
CANADA,"1,122.77","2,097.35","3,220.13",-974.58,2009,1122.775
SAUDI ARAB,"1,123.31",737.77,"1,861.07",385.54,2003,1123.305
INDONESIA,"1,127.20","2,122.06","3,249.26",-994.86,2003,1127.2
AUSTRALIA,"1,152.40","7,815.32","8,967.72","-6,662.92",2007,1152.3999999999996
MAURITIUS,"1,160.78",71.59,"1,232.37","1,089.19",2018,1160.78
MALAYSIA,"1,161.86","2,415.61","3,577.47","-1,253.74",2005,1161.8649999999998
CANADA,"1,162.82","1,104.93","2,267.75",57.89,2022,1162.82
BANGLADESH PR,"1,176.00",62.05,"1,238.05","1,113.95",2002,1176.0
KUWAIT,"1,181.41","16,439.64","17,621.05","-15,258.24",2011,1181.4049999999997
CHILE,"1,181.92","1,371.16","2,553.08",-189.24,2021,1181.92
GIBRALTAR,"1,182.88",,,,2015,0.0
YEMEN REPUBLC,"1,184.26","2,004.23","3,188.49",-819.97,2006,1184.2599999999998
SWITZERLAND,"1,186.69","18,087.58","19,274.27","-16,900.90",2018,1186.6849999999995
PHILIPPINES,"1,187.19",504,"1,691.18",683.19,2012,1187.185
IRAN,"1,188.35",702.46,"1,890.81",485.89,2005,1188.35
PORTUGAL,"1,191.80",164.54,"1,356.34","1,027.27",2021,1191.8049999999998
POLAND,"1,197.81",690.98,"1,888.78",506.83,2016,1197.805
KUWAIT,"1,198.89","13,381.97","14,580.85","-12,183.08",2014,1198.8850000000002
SWITZERLAND,"1,200.08","16,899.89","18,099.96","-15,699.81",2019,1200.0749999999998
ISRAEL,"1,201.50","1,031.19","2,232.68",170.31,2005,1201.495
MYANMAR,"1,205.60",521.49,"1,727.10",684.11,2018,1205.605
ITALY,"1,206.53",704.78,"1,911.31",501.74,2001,1206.525
BELGIUM,"1,215.31","2,668.08","3,883.39","-1,452.77",1997,1215.31
MOZAMBIQUE,"1,231.34",631.6,"1,862.95",599.74,2020,1231.345
IRAN,"1,231.39",410.21,"1,641.60",821.18,2004,1231.3899999999999
KUWAIT,"1,241.93","11,001.76","12,243.68","-9,759.83",2021,1241.9250000000002
MOZAMBIQUE,"1,241.94",362.88,"1,604.82",879.06,2015,1241.94
KUWAIT,"1,247.51","4,969.69","6,217.21","-3,722.18",2015,1247.515
MOZAMBIQUE,"1,257.26",292.96,"1,550.22",964.3,2013,1257.26
SWITZERLAND,"1,261.52","18,230.95","19,492.48","-16,969.43",2020,1261.5249999999996
CANADA,"1,266.64","1,981.22","3,247.86",-714.57,2007,1266.645
QATAR,"1,268.35","9,685.98","10,954.33","-8,417.63",2019,1268.3500000000004
IRAQ,"1,278.13","19,247.31","20,525.44","-17,969.18",2012,1278.1299999999992
FRANCE,"1,280.88","1,090.23","2,371.11",190.65,2003,1280.88
QATAR,"1,284.82","7,930.15","9,214.97","-6,645.33",2020,1284.8199999999997
SPAIN,"1,285.44","1,227.03","2,512.47",58.41,2022,1285.4399999999998
KUWAIT,"1,286.56","9,573.80","10,860.36","-8,287.24",2019,1286.5600000000004
GIBRALTAR,"1,286.88",,,,2016,0.0
BELGIUM,"1,287.88","2,876.80","4,164.68","-1,588.91",1998,1287.8850000000002
NETHERLAND,"1,289.11",535.56,"1,824.67",753.55,2003,1289.1100000000001
UNSPECIFIED,"1,299.63",45.85,"1,345.48","1,253.78",2021,1299.63
MALAYSIA,"1,305.22","5,290.31","6,595.53","-3,985.10",2006,1305.215
YEMEN REPUBLC,"1,306.99",782.18,"2,089.17",524.81,2013,1306.99
ITALY,"1,308.75",723.58,"2,032.33",585.17,2000,1308.75
KENYA,"1,309.22",56.46,"1,365.67","1,252.76",2006,1309.2150000000001
MAURITIUS,"1,310.80",28.44,"1,339.24","1,282.36",2012,1310.8
SRI LANKA DSR,"1,319.20",194.74,"1,513.93","1,124.46",2003,1319.1950000000002
OMAN,"1,322.13","3,345.94","4,668.08","-2,023.81",2011,1322.135
ISRAEL,"1,322.45","1,080.59","2,403.04",241.86,2006,1322.45
TURKEY,"1,327.30",335.92,"1,663.21",991.38,2006,1327.295
INDONESIA,"1,332.60","2,617.74","3,950.34","-1,285.14",2004,1332.6
OMAN,"1,333.50","2,674.97","4,008.47","-1,341.47",2022,1333.5
KUWAIT,"1,333.92","7,430.82","8,764.74","-6,096.90",2018,1333.92
SWITZERLAND,"1,348.57","23,392.32","24,740.89","-22,043.75",2021,1348.5699999999997
CANADA,"1,348.82","2,029.98","3,378.80",-681.16,2010,1348.8200000000002
PAKISTAN IR,"1,350.09",323.62,"1,673.71","1,026.47",2006,1350.0900000000001
PHILIPPINES,"1,353.34",542.16,"1,895.50",811.18,2015,1353.34
ITALY,"1,357.08",811.99,"2,169.06",545.09,2002,1357.075
KENYA,"1,362.10",82.17,"1,444.27","1,279.93",2008,1362.1
CANADA,"1,364.41","2,458.65","3,823.06","-1,094.24",2008,1364.4099999999999
KUWAIT,"1,365.66","7,165.69","8,531.34","-5,800.03",2017,1365.6550000000002
MEXICO,"1,367.37","2,579.73","3,947.10","-1,212.35",2011,1367.375
BELGIUM,"1,367.65","3,681.27","5,048.92","-2,313.63",1999,1367.645
COLOMBIA,"1,376.68","2,964.29","4,340.98","-1,587.61",2021,1376.685
INDONESIA,"1,380.20","3,008.11","4,388.31","-1,627.91",2005,1380.2000000000003
AUSTRALIA,"1,384.96","12,407.37","13,792.33","-11,022.41",2009,1384.96
SPAIN,"1,389.37",389.55,"1,778.91",999.82,2004,1389.365
BELGIUM,"1,390.62","2,763.00","4,153.62","-1,372.38",2001,1390.62
PHILIPPINES,"1,395.58",423.04,"1,818.62",972.54,2014,1395.58
EGYPT A RP,"1,398.83","1,985.52","3,384.34",-586.69,2007,1398.825
MAURITIUS,"1,400.51",38.52,"1,439.03","1,361.99",2011,1400.51
EGYPT A RP,"1,403.88","1,692.36","3,096.23",-288.48,2009,1403.875
NIGERIA,"1,408.67","7,287.90","8,696.57","-5,879.23",2009,1408.67
SAUDI ARAB,"1,412.06","1,301.15","2,713.21",110.91,2004,1412.06
SRI LANKA DSR,"1,413.18",378.4,"1,791.58","1,034.79",2004,1413.185
TURKEY,"1,416.75","1,504.30","2,921.04",-87.55,2008,1416.745
PHILIPPINES,"1,419.00",391.59,"1,810.59","1,027.41",2013,1419.0
SINGAPORE,"1,421.58","1,434.81","2,856.39",-13.23,2002,1421.58
VIETNAM SOC REP,"1,422.08","2,216.55","3,638.63",-794.47,2022,1422.08
TAIWAN,"1,425.92","3,354.28","4,780.21","-1,928.36",2015,1425.9250000000002
ARGENTINA,"1,425.94","4,201.74","5,627.68","-2,775.80",2021,1425.94
JORDAN,"1,431.11",857.85,"2,288.96",573.26,2014,1431.1100000000001
MEXICO,"1,433.16","1,002.62","2,435.78",430.54,2022,1433.16
TANZANIA REP,"1,439.06",934.88,"2,373.94",504.18,2020,1439.06
AUSTRALIA,"1,439.32","11,098.07","12,537.39","-9,658.75",2008,1439.3199999999997
PAKISTAN IR,"1,439.88",370.17,"1,810.05","1,069.72",2008,1439.885
THAILAND,"1,445.54","1,747.75","3,193.28",-302.21,2006,1445.535
IRAN,"1,446.48","7,618.55","9,065.03","-6,172.06",2006,1446.4850000000001
ISRAEL,"1,449.25",628.73,"2,077.98",820.52,2022,1449.25
BRAZIL,"1,449.25",992.35,"2,441.60",456.9,2006,1449.25
NIGERIA,"1,449.95","2,647.10","4,097.05","-1,197.15",2022,1449.95
IRAN,"1,451.09",463.38,"1,914.47",987.7,2021,1451.085
KENYA,"1,452.00",78.93,"1,530.92","1,373.07",2009,1451.995
PHILIPPINES,"1,457.30",572.47,"2,029.77",884.82,2020,1457.295
ISRAEL,"1,458.55","2,090.41","3,548.95",-631.86,2008,1458.5449999999998
IRAQ,"1,462.23","17,615.81","19,078.04","-16,153.58",2017,1462.2300000000005
JAPAN,"1,467.47","4,061.40","5,528.87","-2,593.94",2022,1467.465
BELGIUM,"1,470.56","2,870.05","4,340.60","-1,399.49",2000,1470.5550000000003
QATAR,"1,471.88","8,409.02","9,880.90","-6,937.14",2017,1471.8799999999997
TANZANIA REP,"1,474.81",326.57,"1,801.38","1,148.23",2010,1474.805
YEMEN REPUBLC,"1,477.27",958.92,"2,436.19",518.35,2012,1477.27
PHILIPPINES,"1,482.52",494.62,"1,977.13",987.9,2016,1482.515
KUWAIT,"1,497.99","4,462.28","5,960.27","-2,964.29",2016,1497.9900000000002
IRAQ,"1,498.99","14,287.10","15,786.09","-12,788.12",2020,1498.9849999999997
TAIWAN,"1,504.30","2,868.79","4,373.08","-1,364.49",2008,1504.295
NEPAL,"1,507.42",628.56,"2,135.98",878.86,2007,1507.42
SRI LANKA DSR,"1,510.22",243.77,"1,753.99","1,266.44",2022,1510.2150000000001
JAPAN,"1,510.44","2,146.44","3,656.88",-636.01,2001,1510.435
PHILIPPINES,"1,526.03",523.83,"2,049.87","1,002.20",2019,1526.0349999999999
THAILAND,"1,526.57","3,240.51","4,767.08","-1,713.94",2022,1526.57
SOUTH AFRICA,"1,526.87","2,471.80","3,998.67",-944.93,2005,1526.8700000000001
NIGERIA,"1,529.26","8,900.35","10,429.61","-7,371.09",2008,1529.2600000000002
NEPAL,"1,533.31",452.61,"1,985.93","1,080.70",2009,1533.315
TURKEY,"1,539.20","1,603.64","3,142.84",-64.43,2009,1539.2050000000002
POLAND,"1,541.36",766.99,"2,308.35",774.37,2017,1541.36
PAKISTAN IR,"1,541.56",397.66,"1,939.21","1,143.90",2011,1541.555
TOGO,"1,547.23",300.23,"1,847.47","1,247.00",2020,1547.2350000000001
POLAND,"1,548.11",849.58,"2,397.68",698.53,2019,1548.105
NEPAL,"1,570.15",496.04,"2,066.19","1,074.12",2008,1570.155
POLAND,"1,572.80",793.39,"2,366.19",779.41,2018,1572.8
PAKISTAN IR,"1,573.32",275.94,"1,849.26","1,297.38",2009,1573.3200000000002
KENYA,"1,584.63",86.64,"1,671.27","1,497.99",2007,1584.63
RUSSIA,"1,587.81","4,584.98","6,172.79","-2,997.17",2015,1587.81
JORDAN,"1,595.89",610.71,"2,206.59",985.18,2013,1595.885
ISRAEL,"1,604.36","1,425.94","3,030.30",178.42,2007,1604.3600000000001
NETHERLAND,"1,604.86",791.46,"2,396.32",813.4,2004,1604.8600000000001
SPAIN,"1,605.66",573.46,"2,179.13","1,032.20",2005,1605.665
VIETNAM SOC REP,"1,610.09",173.68,"1,783.77","1,436.40",2007,1610.085
QATAR,"1,611.16","10,721.70","12,332.86","-9,110.54",2018,1611.1599999999999
TANZANIA REP,"1,614.69",239.73,"1,854.42","1,374.97",2011,1614.6950000000002
TANZANIA REP,"1,618.80","1,029.71","2,648.51",589.08,2017,1618.795
TAIWAN,"1,620.09","4,036.75","5,656.84","-2,416.66",2020,1620.0900000000001
MEXICO,"1,628.24","4,037.62","5,665.86","-2,409.37",2012,1628.245
U ARAB EMTS,"1,629.56","1,475.04","3,104.61",154.52,1997,1629.565
BANGLADESH PR,"1,629.57",228,"1,857.57","1,401.57",2006,1629.57
BANGLADESH PR,"1,631.12",59.37,"1,690.49","1,571.75",2004,1631.12
JAPAN,"1,652.00","2,465.72","4,117.72",-813.72,1998,1652.0
POLAND,"1,652.67",706.35,"2,359.03",946.32,2020,1652.6750000000002
TANZANIA REP,"1,654.64",924.79,"2,579.43",729.85,2015,1654.6399999999999
BELGIUM,"1,661.84","3,711.93","5,373.76","-2,050.09",2002,1661.835
BANGLADESH PR,"1,664.36",127.03,"1,791.39","1,537.34",2005,1664.365
TAIWAN,"1,674.52","4,046.23","5,720.75","-2,371.71",2019,1674.52
FRANCE,"1,680.94","1,894.10","3,575.04",-213.16,2004,1680.94
JAPAN,"1,685.37","2,535.80","4,221.17",-850.43,1999,1685.3700000000001
RUSSIA,"1,689.43","3,600.02","5,289.45","-1,910.59",2010,1689.4299999999998
PHILIPPINES,"1,692.83",764.36,"2,457.20",928.47,2017,1692.835
EGYPT A RP,"1,699.86","2,121.33","3,821.20",-421.47,2008,1699.8649999999998
TANZANIA REP,"1,704.04",903.47,"2,607.51",800.58,2018,1704.045
JAPAN,"1,709.29","2,667.68","4,376.96",-958.39,2003,1709.285
AUSTRALIA,"1,713.02","10,789.00","12,502.01","-9,075.98",2010,1713.0150000000003
ITALY,"1,729.40","1,071.03","2,800.44",658.37,2003,1729.405
TAIWAN,"1,735.67","2,399.52","4,135.19",-663.85,2007,1735.6699999999998
GERMANY,"1,738.39","1,840.99","3,579.38",-102.6,1999,1738.39
VIETNAM SOC REP,"1,738.65",408.66,"2,147.31","1,330.00",2008,1738.655
TANZANIA REP,"1,740.08","1,023.47","2,763.56",716.61,2019,1740.085
THAILAND,"1,740.16","2,931.52","4,671.68","-1,191.36",2009,1740.1600000000003
BANGLADESH PR,"1,740.74",77.63,"1,818.37","1,663.11",2003,1740.7399999999998
PHILIPPINES,"1,743.64",581.1,"2,324.74","1,162.53",2018,1743.6349999999998
TURKEY,"1,752.61","1,687.59","3,440.20",65.01,2007,1752.605
NIGERIA,"1,764.11","7,659.48","9,423.59","-5,895.37",2016,1764.1100000000001
IRAN,"1,774.69",331.48,"2,106.17","1,443.20",2020,1774.685
RUSSIA,"1,778.27","4,764.31","6,542.58","-2,986.04",2011,1778.27
TANZANIA REP,"1,783.57",948.49,"2,732.06",835.08,2016,1783.57
GERMANY,"1,788.36","2,028.10","3,816.45",-239.74,2001,1788.355
IRAQ,"1,788.66","22,372.47","24,161.14","-20,583.81",2018,1788.664999999999
JAPAN,"1,794.48","1,842.19","3,636.67",-47.7,2000,1794.4850000000001
SWITZERLAND,"1,796.95","19,311.01","21,107.96","-17,514.06",2013,1796.949999999999
BELGIUM,"1,805.72","3,975.89","5,781.61","-2,170.18",2003,1805.715
SAUDI ARAB,"1,809.77","1,632.34","3,442.11",177.43,2005,1809.77
THAILAND,"1,810.87","2,300.93","4,111.80",-490.05,2007,1810.875
PAKISTAN IR,"1,821.87",454.49,"2,276.36","1,367.38",2016,1821.8700000000001
Petroleum Products,"1,825.65",886.46,"2,712.11",939.19,2000,1825.65
KOREA RP,"1,827.21","4,563.85","6,391.06","-2,736.64",2005,1827.2100000000003
QATAR,"1,837.75","13,193.70","15,031.45","-11,355.95",2021,1837.75
VIETNAM SOC REP,"1,838.95",521.81,"2,360.76","1,317.14",2009,1838.9500000000003
GERMANY,"1,851.94","2,140.68","3,992.63",-288.74,1998,1851.9450000000002
IRAN,"1,853.17","11,540.85","13,394.01","-9,687.68",2009,1853.165
U K,"1,855.40","2,621.37","4,476.77",-765.96,1998,1855.4050000000002
KUWAIT,"1,856.01","10,313.64","12,169.65","-8,457.64",2010,1856.005
PAKISTAN IR,"1,857.18",497.31,"2,354.49","1,359.87",2014,1857.1799999999998
JAPAN,"1,864.03","1,836.33","3,700.35",27.7,2002,1864.0249999999999
TOGO,"1,864.39",164.3,"2,028.69","1,700.08",2022,1864.385
U ARAB EMTS,"1,867.59","1,721.24","3,588.83",146.35,1998,1867.59
TAIWAN,"1,877.34","2,612.66","4,490.00",-735.32,2009,1877.34
IRAQ,"1,878.17","23,740.18","25,618.34","-21,862.01",2019,1878.1650000000009
SPAIN,"1,878.66",627.41,"2,506.08","1,251.25",2006,1878.665
HONG KONG,"1,880.57",449.31,"2,329.88","1,431.25",1998,1880.565
JAPAN,"1,892.07","2,144.90","4,036.97",-252.83,1997,1892.07
KENYA,"1,895.84",130.27,"2,026.10","1,765.57",2020,1895.835
GERMANY,"1,907.57","1,759.59","3,667.15",147.98,2000,1907.565
MAURITIUS,"1,909.55",21.19,"1,930.74","1,888.36",2014,1909.55
GERMANY,"1,921.10","2,528.30","4,449.40",-607.2,1997,1921.1
PAKISTAN IR,"1,924.28",488.56,"2,412.83","1,435.72",2017,1924.275
HONG KONG,"1,928.76",316.26,"2,245.02","1,612.50",1997,1928.76
RUSSIA,"1,937.06","5,552.30","7,489.36","-3,615.25",2016,1937.0549999999998
THAILAND,"1,938.31","2,703.82","4,642.14",-765.51,2008,1938.315
IRAN,"1,943.92","10,943.61","12,887.52","-8,999.69",2007,1943.915
PAKISTAN IR,"1,950.53",287.97,"2,238.50","1,662.56",2007,1950.53
ISRAEL,"1,968.59","1,885.06","3,853.66",83.53,2009,1968.595
KENYA,"1,974.57",72.57,"2,047.14","1,902.00",2017,1974.5700000000002
CHINA P RP,"1,975.48","2,792.04","4,767.52",-816.56,2002,1975.4800000000002
